Order ID,Order Date,Customer ID,Country,State,Product ID,Product Name,Sales Channel,Quantity,Price,Profit,Revenue,Region 
IN-2024-51613,07/07/2024,MB-75557,United States,Wyoming,OFF-BA-584053,Backpacks,Online Store,2,71.64,49.07,143.28,West
IN-2023-60081,07/07/2023,FE-42187,United States,Alabama,OFF-SH-436260,Shirts,Online Store,3,25.21,29.39,75.63,South
IN-2022-19263,21/05/2022,VC-33576,United States,District of Columbia,OFF-BA-829797,Backpacks,Pop-ups & Events,4,69.74,103.69,278.96,West
IN-2022-73779,03/05/2022,UK-45194,United States,Arizona,OFF-TA-332543,Tank Tops,Online Store,1,20.64,6.71,20.64,West
IN-2024-24376,22/06/2024,QG-92440,United States,Arkansas,OFF-JA-989177,Jackets,Retail Stores,5,103.19,168.67,515.95,South
IN-2022-82640,24/06/2022,ND-59202,United States,California,OFF-LE-905431,Leggings,Pop-ups & Events,3,41.74,31.22,125.22,West
IN-2022-49889,08/04/2022,JI-30644,United States,Colorado,OFF-SP-666762,Sports Bras,Online Store,2,29.73,20.12,59.46,West
IN-2022-83701,28/04/2022,MJ-40728,United States,Connecticut,OFF-SO-838855,Socks,Online Store,3,10.32,11.93,30.96,Northeast
IN-2024-62048,23/01/2024,RK-55509,United States,Delaware,OFF-SH-651728,Shirts,Retail Stores,5,25.26,30.31,126.3,South
IN-2024-21659,05/01/2024,EB-95816,United States,Florida,OFF-SH-442059,Shirts,Marketplaces,4,26.15,27.7,104.6,South
IN-2022-75208,16/07/2022,UQ-15939,United States,Georgia,OFF-YO-378685,Yoga Mats,Marketplaces,2,52.19,22.2,104.38,South
IN-2022-58352,24/09/2022,NO-77128,United States,Hawaii,OFF-SH-408849,Shirts,Retail Stores,5,24.41,46.75,122.05,West
IN-2022-91699,08/06/2022,CE-42343,United States,Idaho,OFF-YO-918840,Yoga Mats,Marketplaces,1,48.94,10.33,48.94,West
IN-2024-80625,15/02/2024,FE-66644,United States,Illinois,OFF-SN-817552,Sneakers,Online Store,3,83.01,92.27,249.03,Midwest
IN-2022-33282,27/07/2022,HH-15962,United States,Indiana,OFF-BA-953442,Backpacks,Marketplaces,3,72.82,67.19,218.46,Midwest
IN-2024-98506,09/07/2024,BA-73230,United States,Iowa,OFF-JA-892788,Jackets,Pop-ups & Events,3,100.6,77.09,301.8,Midwest
IN-2024-35395,27/09/2024,JU-56600,United States,Kansas,OFF-YO-561801,Yoga Mats,Online Store,1,50.48,13.56,50.48,Midwest
IN-2024-84167,26/03/2024,IZ-51882,United States,Kentucky,OFF-SN-567023,Sneakers,Pop-ups & Events,5,78.56,136.35,392.8,South
IN-2024-16254,28/07/2024,BF-38484,United States,Louisiana,OFF-SN-866095,Sneakers,Pop-ups & Events,2,79.15,41.36,158.3,South
IN-2023-30001,17/11/2023,IO-56992,United States,Maine,OFF-YO-175141,Yoga Mats,Retail Stores,5,50.94,78.82,254.7,Northeast
IN-2022-54301,16/05/2022,SU-38531,United States,Maryland,OFF-SO-851044,Socks,Online Store,2,10.48,5.87,20.96,South
IN-2023-36603,23/09/2023,LR-70142,United States,Massachusetts,OFF-SN-326446,Sneakers,Marketplaces,5,82.04,134.65,410.2,Northeast
IN-2023-12590,05/07/2023,LR-81597,United States,Michigan,OFF-LE-590670,Leggings,Marketplaces,2,40.23,21.68,80.46,Midwest
IN-2023-58782,20/02/2023,GU-68452,United States,Minnesota,OFF-BA-686466,Backpacks,Pop-ups & Events,5,69.44,78.32,347.2,Midwest
IN-2023-45610,28/02/2023,ZF-27812,United States,Mississippi,OFF-SO-901073,Socks,Marketplaces,2,10.26,4.48,20.52,South
IN-2022-56595,25/01/2022,CZ-80352,United States,Missouri,OFF-SO-407978,Socks,Retail Stores,1,9.74,3.72,9.74,Midwest
IN-2023-63512,12/07/2023,BO-14444,United States,Montana,OFF-SN-529373,Sneakers,Marketplaces,4,83.57,90.78,334.28,West
IN-2022-80751,20/06/2022,NW-46411,United States,Nebraska,OFF-SP-442378,Sports Bras,Online Store,1,31.25,9.04,31.25,Midwest
IN-2022-88740,30/12/2022,EX-98790,United States,Nevada,OFF-SN-900598,Sneakers,Marketplaces,2,78.53,60.96,157.06,West
IN-2022-12780,17/11/2022,IE-54534,United States,New Hampshire,OFF-SN-906616,Sneakers,Retail Stores,4,81.39,123.53,325.56,Northeast
IN-2024-77533,19/03/2024,IX-33442,United States,New Jersey,OFF-JA-978232,Jackets,Marketplaces,4,100.99,120.67,403.96,Northeast
IN-2024-82047,22/01/2024,YD-14226,United States,New Mexico,OFF-TA-629373,Tank Tops,Retail Stores,1,20.98,6.55,20.98,West
IN-2023-90618,14/02/2023,KJ-58926,United States,New York,OFF-YO-897782,Yoga Mats,Pop-ups & Events,1,49.39,19.71,49.39,Northeast
IN-2023-58486,08/06/2023,IZ-98559,United States,North Carolina,OFF-LE-777970,Leggings,Pop-ups & Events,2,41.31,21.93,82.62,South
IN-2024-71630,25/04/2024,KK-35976,United States,North Dakota,OFF-YO-660448,Yoga Mats,Retail Stores,5,49.55,55.73,247.75,Midwest
IN-2024-40272,23/09/2024,DZ-25706,United States,Ohio,OFF-LE-381785,Leggings,Pop-ups & Events,3,40.5,27.43,121.5,Midwest
IN-2024-66402,07/01/2024,WT-96570,United States,Oklahoma,OFF-SH-194834,Shirts,Pop-ups & Events,3,24.25,26.35,72.75,South
IN-2024-94261,06/01/2024,HO-86756,United States,Oregon,OFF-JA-562378,Jackets,Retail Stores,3,98.2,66.63,294.6,West
IN-2023-70877,23/10/2023,NI-41133,United States,Pennsylvania,OFF-BA-520259,Backpacks,Retail Stores,4,71.88,97.41,287.52,Northeast
IN-2023-70712,30/03/2023,LG-29164,United States,Rhode Island,OFF-SO-792418,Socks,Online Store,2,9.93,5.85,19.86,Northeast
IN-2024-21047,12/04/2024,WA-70646,United States,South Carolina,OFF-SN-748585,Sneakers,Retail Stores,5,81.25,106.91,406.25,South
IN-2024-10697,06/11/2024,KK-99851,United States,South Dakota,OFF-SN-458051,Sneakers,Pop-ups & Events,1,83.83,32.68,83.83,Midwest
IN-2024-81768,02/03/2024,CO-38935,United States,Tennessee,OFF-TA-487749,Tank Tops,Retail Stores,3,19.6,15.57,58.8,South
IN-2024-96194,21/10/2024,PS-24727,United States,Texas,OFF-BA-341626,Backpacks,Online Store,5,72.06,93.66,360.3,South
IN-2024-91725,22/06/2024,CF-85294,United States,Utah,OFF-JA-691385,Jackets,Online Store,5,103.85,135.38,519.25,West
IN-2023-92874,09/05/2023,MY-39172,United States,Vermont,OFF-LE-191126,Leggings,Marketplaces,5,41.68,45.57,208.4,Northeast
IN-2022-11390,16/12/2022,YG-85574,United States,Virginia,OFF-BA-666856,Backpacks,Online Store,2,71.24,37.67,142.48,South
IN-2023-32273,07/09/2023,UM-90427,United States,Washington,OFF-YO-384281,Yoga Mats,Online Store,1,49.04,16.33,49.04,West
IN-2024-34817,14/06/2024,VL-98112,United States,West Virginia,OFF-SO-745359,Socks,Retail Stores,5,9.98,16.71,49.9,South
IN-2024-94014,14/02/2024,AI-80602,United States,Wisconsin,OFF-SH-360404,Shirts,Pop-ups & Events,5,24.71,32.44,123.55,Midwest
IN-2023-58796,21/10/2023,NS-41137,United States,Wyoming,OFF-TA-150811,Tank Tops,Pop-ups & Events,4,19.75,22.87,79,West
IN-2023-30129,24/04/2023,RE-87159,United States,Alabama,OFF-SO-856075,Socks,Online Store,1,10.27,2.09,10.27,South
IN-2024-13338,17/02/2024,UD-82484,United States,District of Columbia,OFF-SP-800211,Sports Bras,Marketplaces,1,30.11,8.99,30.11,West
IN-2023-48203,26/06/2023,HI-61793,United States,Arizona,OFF-TA-718279,Tank Tops,Online Store,3,20.12,13.4,60.36,West
IN-2024-36389,21/05/2024,GV-23028,United States,Arkansas,OFF-BA-254316,Backpacks,Online Store,4,69.86,76.07,279.44,South
IN-2024-65766,28/06/2024,ZE-11994,United States,California,OFF-SO-721977,Socks,Online Store,5,10.33,18.27,51.65,West
IN-2024-86243,24/02/2024,UG-14917,United States,Colorado,OFF-LE-944120,Leggings,Online Store,4,39.92,33.3,159.68,West
IN-2024-45355,16/06/2024,NG-14563,United States,Connecticut,OFF-SP-881659,Sports Bras,Pop-ups & Events,3,29.85,23.58,89.55,Northeast
IN-2024-15738,09/09/2024,WR-87639,United States,Delaware,OFF-SO-974879,Socks,Retail Stores,1,10.21,2.63,10.21,South
IN-2023-52211,22/11/2023,ZE-55832,United States,Florida,OFF-SP-331768,Sports Bras,Marketplaces,4,30.48,39.37,121.92,South
IN-2024-90574,20/10/2024,EM-72116,United States,Georgia,OFF-BA-347860,Backpacks,Marketplaces,4,68.68,87.38,274.72,South
IN-2022-60054,07/06/2022,MT-73431,United States,Hawaii,OFF-TA-765372,Tank Tops,Marketplaces,2,20.72,14.32,41.44,West
IN-2022-87493,17/06/2022,PK-73263,United States,Idaho,OFF-YO-810187,Yoga Mats,Marketplaces,1,50.84,11.91,50.84,West
IN-2023-95976,09/12/2023,ST-12475,United States,Illinois,OFF-YO-423736,Yoga Mats,Retail Stores,3,52.48,51.35,157.44,Midwest
IN-2023-75786,03/05/2023,RO-34502,United States,Indiana,OFF-SP-344278,Sports Bras,Online Store,3,29.33,20.03,87.99,Midwest
IN-2024-69126,31/03/2024,JF-50402,United States,Iowa,OFF-BA-234770,Backpacks,Retail Stores,5,70.38,93.75,351.9,Midwest
IN-2024-47453,04/06/2024,PI-42168,United States,Kansas,OFF-YO-306609,Yoga Mats,Retail Stores,2,48.63,29.85,97.26,Midwest
IN-2022-13836,03/04/2022,QP-68242,United States,Kentucky,OFF-SN-964409,Sneakers,Pop-ups & Events,2,79.36,55.04,158.72,South
IN-2022-44390,02/03/2022,RS-33735,United States,Louisiana,OFF-BA-886107,Backpacks,Marketplaces,5,70.62,137.39,353.1,South
IN-2024-59772,06/04/2024,MN-86249,United States,Maine,OFF-BA-872029,Backpacks,Retail Stores,4,68.87,96.03,275.48,Northeast
IN-2022-15192,03/03/2022,AQ-13443,United States,Maryland,OFF-SO-321295,Socks,Pop-ups & Events,1,9.72,2.04,9.72,South
IN-2024-50339,04/07/2024,AA-73967,United States,Massachusetts,OFF-SO-122297,Socks,Online Store,4,9.96,15.81,39.84,Northeast
IN-2023-88261,31/07/2023,FJ-29979,United States,Michigan,OFF-YO-310711,Yoga Mats,Marketplaces,5,50.84,98.72,254.2,Midwest
IN-2023-74439,04/12/2023,KR-55482,United States,Minnesota,OFF-SN-432062,Sneakers,Retail Stores,5,78.59,146.32,392.95,Midwest
IN-2023-17194,29/06/2023,JQ-79930,United States,Mississippi,OFF-BA-499262,Backpacks,Marketplaces,5,68.52,111.63,342.6,South
IN-2023-49355,06/10/2023,OV-37901,United States,Missouri,OFF-SO-736245,Socks,Online Store,2,9.89,4.26,19.78,Midwest
IN-2022-26258,28/05/2022,EU-32113,United States,Montana,OFF-SO-243619,Socks,Online Store,3,10.08,11.96,30.24,West
IN-2024-72221,18/06/2024,IZ-37698,United States,Nebraska,OFF-YO-200318,Yoga Mats,Retail Stores,3,51.02,60.71,153.06,Midwest
IN-2022-51390,21/06/2022,RE-51035,United States,Nevada,OFF-LE-207670,Leggings,Pop-ups & Events,5,41.09,68.4,205.45,West
IN-2022-37618,09/04/2022,MB-30881,United States,New Hampshire,OFF-SO-210118,Socks,Pop-ups & Events,2,9.83,7.03,19.66,Northeast
IN-2023-64063,05/07/2023,ZI-38788,United States,New Jersey,OFF-YO-252715,Yoga Mats,Marketplaces,3,48.94,38.52,146.82,Northeast
IN-2024-52453,07/10/2024,MX-34639,United States,New Mexico,OFF-SO-748505,Socks,Marketplaces,4,10.37,8.39,41.48,West
IN-2022-76414,22/07/2022,UD-77668,United States,New York,OFF-SN-942060,Sneakers,Marketplaces,2,83.99,66.91,167.98,Northeast
IN-2023-65761,09/06/2023,MG-38805,United States,North Carolina,OFF-TA-257353,Tank Tops,Pop-ups & Events,4,19.8,27.72,79.2,South
IN-2023-44022,28/06/2023,MC-14134,United States,North Dakota,OFF-SH-891092,Shirts,Pop-ups & Events,1,25.11,9.99,25.11,Midwest
IN-2022-28998,27/10/2022,DK-97061,United States,Ohio,OFF-SN-675131,Sneakers,Pop-ups & Events,4,78.64,107.24,314.56,Midwest
IN-2023-13056,28/10/2023,EC-34199,United States,Oklahoma,OFF-SO-975649,Socks,Pop-ups & Events,3,9.94,6.06,29.82,South
IN-2023-26888,03/02/2023,RX-93354,United States,Oregon,OFF-BA-924482,Backpacks,Online Store,1,69.88,19.5,69.88,West
IN-2023-76217,23/03/2023,EV-97906,United States,Pennsylvania,OFF-SO-984575,Socks,Marketplaces,5,10.47,17.52,52.35,Northeast
IN-2023-62116,04/06/2023,CC-47606,United States,Rhode Island,OFF-YO-867646,Yoga Mats,Online Store,5,51.52,62.41,257.6,Northeast
IN-2023-60031,21/09/2023,ZE-17883,United States,South Carolina,OFF-LE-882580,Leggings,Pop-ups & Events,4,41.15,37.17,164.6,South
IN-2024-14011,01/06/2024,MQ-60638,United States,South Dakota,OFF-SN-662946,Sneakers,Retail Stores,4,81.96,106.54,327.84,Midwest
IN-2022-70737,24/12/2022,SO-78615,United States,Tennessee,OFF-JA-832582,Jackets,Pop-ups & Events,1,103.64,30.21,103.64,South
IN-2023-76965,27/03/2023,DP-99868,United States,Texas,OFF-SP-708625,Sports Bras,Retail Stores,3,29.35,31.55,88.05,South
IN-2022-35207,20/04/2022,WN-50407,United States,Utah,OFF-TA-215307,Tank Tops,Pop-ups & Events,1,20.72,7.93,20.72,West
IN-2024-49172,12/08/2024,TD-51428,United States,Vermont,OFF-SO-673980,Socks,Marketplaces,5,10.31,17.92,51.55,Northeast
IN-2024-61451,15/02/2024,FB-97821,United States,Virginia,OFF-SO-389733,Socks,Marketplaces,4,10.4,9.15,41.6,South
IN-2022-47301,04/05/2022,AM-20857,United States,Washington,OFF-BA-924562,Backpacks,Retail Stores,3,69.47,48.99,208.41,West
IN-2022-22198,09/01/2022,HC-92106,United States,West Virginia,OFF-SH-775259,Shirts,Retail Stores,2,25.72,11.63,51.44,South
IN-2022-21228,10/06/2022,MX-98882,United States,Wisconsin,OFF-SP-850143,Sports Bras,Online Store,1,31.46,7.62,31.46,Midwest
IN-2022-30210,24/08/2022,SZ-34360,United States,Wyoming,OFF-SN-295664,Sneakers,Online Store,2,81.45,50.87,162.9,West
IN-2022-24633,28/06/2022,JQ-59945,United States,Alabama,OFF-TA-504508,Tank Tops,Online Store,1,19.61,5.15,19.61,South
IN-2023-82304,16/08/2023,YB-59818,United States,District of Columbia,OFF-SP-215861,Sports Bras,Pop-ups & Events,4,30.24,30.37,120.96,West
IN-2022-31998,01/08/2022,MV-37706,United States,Arizona,OFF-SP-432904,Sports Bras,Marketplaces,4,30.65,30,122.6,West
IN-2022-79667,21/05/2022,GD-65782,United States,Arkansas,OFF-YO-584615,Yoga Mats,Online Store,2,48.65,35.44,97.3,South
IN-2023-57374,31/05/2023,KK-49566,United States,California,OFF-SH-630660,Shirts,Marketplaces,2,24.48,19.54,48.96,West
IN-2022-65172,26/08/2022,MB-33817,United States,Colorado,OFF-JA-916788,Jackets,Online Store,1,103.45,36.04,103.45,West
IN-2022-48400,05/09/2022,HP-40904,United States,Connecticut,OFF-JA-591860,Jackets,Pop-ups & Events,5,104.4,155.92,522,Northeast
IN-2023-13294,09/02/2023,LU-35167,United States,Delaware,OFF-BA-222199,Backpacks,Pop-ups & Events,2,71.97,57.29,143.94,South
IN-2023-73134,23/10/2023,AW-71938,United States,Florida,OFF-TA-680481,Tank Tops,Retail Stores,4,19.74,17.65,78.96,South
IN-2024-16454,07/11/2024,XT-22229,United States,Georgia,OFF-SO-320354,Socks,Pop-ups & Events,3,10.48,11.84,31.44,South
IN-2023-77102,02/08/2023,NV-74086,United States,Hawaii,OFF-JA-729284,Jackets,Online Store,3,102.67,107.45,308.01,West
IN-2023-23364,20/09/2023,PD-59688,United States,Idaho,OFF-SO-810289,Socks,Marketplaces,5,10.08,15.75,50.4,West
IN-2022-64117,12/02/2022,CT-50111,United States,Illinois,OFF-YO-231559,Yoga Mats,Pop-ups & Events,1,52.22,12.26,52.22,Midwest
IN-2022-87129,14/08/2022,ST-85642,United States,Indiana,OFF-SP-501741,Sports Bras,Retail Stores,1,30.89,9.9,30.89,Midwest
IN-2022-17950,09/07/2022,OK-68684,United States,Iowa,OFF-SO-126307,Socks,Retail Stores,4,10.06,13.06,40.24,Midwest
IN-2022-89689,30/09/2022,HK-69353,United States,Kansas,OFF-JA-847946,Jackets,Retail Stores,1,97.84,27.95,97.84,Midwest
IN-2023-74410,02/09/2023,NM-59252,United States,Kentucky,OFF-SP-188605,Sports Bras,Marketplaces,4,30.48,34.14,121.92,South
IN-2023-87304,28/05/2023,TO-52915,United States,Louisiana,OFF-SN-424517,Sneakers,Retail Stores,2,79.33,49.96,158.66,South
IN-2023-82811,04/05/2023,SH-55226,United States,Maine,OFF-TA-416270,Tank Tops,Retail Stores,3,20.38,24.38,61.14,Northeast
IN-2024-12489,11/04/2024,QC-31274,United States,Maryland,OFF-YO-703344,Yoga Mats,Retail Stores,1,50.33,13.84,50.33,South
IN-2024-75808,22/07/2024,CI-25436,United States,Massachusetts,OFF-SN-653212,Sneakers,Marketplaces,5,78.45,141.77,392.25,Northeast
IN-2024-44070,06/09/2024,XN-89766,United States,Michigan,OFF-BA-154819,Backpacks,Marketplaces,3,68.73,59.32,206.19,Midwest
IN-2022-80833,12/06/2022,OY-58397,United States,Minnesota,OFF-SP-287854,Sports Bras,Pop-ups & Events,3,30.54,19.15,91.62,Midwest
IN-2022-76897,30/06/2022,CC-91831,United States,Mississippi,OFF-LE-333440,Leggings,Marketplaces,1,41.28,14.91,41.28,South
IN-2024-38994,16/09/2024,JT-77313,United States,Missouri,OFF-SN-658233,Sneakers,Online Store,1,77.81,19.05,77.81,Midwest
IN-2024-87647,08/09/2024,LA-98919,United States,Montana,OFF-JA-826441,Jackets,Marketplaces,4,97.52,101.92,390.08,West
IN-2023-36878,04/11/2023,SW-99185,United States,Nebraska,OFF-BA-470084,Backpacks,Online Store,2,70.66,53.46,141.32,Midwest
IN-2023-72084,08/02/2023,SQ-25866,United States,Nevada,OFF-SP-431812,Sports Bras,Retail Stores,2,30.06,19.35,60.12,West
IN-2022-14550,27/07/2022,SR-16337,United States,New Hampshire,OFF-LE-437073,Leggings,Online Store,2,39.31,25.74,78.62,Northeast
IN-2024-14694,06/04/2024,PB-29940,United States,New Jersey,OFF-BA-267437,Backpacks,Pop-ups & Events,5,68.4,134.17,342,Northeast
IN-2023-69974,13/10/2023,NP-33314,United States,New Mexico,OFF-SH-743018,Shirts,Pop-ups & Events,3,25.73,21.3,77.19,West
IN-2023-52892,03/04/2023,UF-62956,United States,New York,OFF-TA-782363,Tank Tops,Pop-ups & Events,5,20.1,37.15,100.5,Northeast
IN-2023-31922,17/06/2023,YD-47524,United States,North Carolina,OFF-TA-559593,Tank Tops,Online Store,1,19.65,5.03,19.65,South
IN-2023-57266,13/05/2023,HT-34252,United States,North Dakota,OFF-SP-461618,Sports Bras,Online Store,4,29.56,34.54,118.24,Midwest
IN-2022-89517,06/10/2022,PQ-51565,United States,Ohio,OFF-SO-785560,Socks,Retail Stores,4,9.81,12.81,39.24,Midwest
IN-2024-83545,18/02/2024,UQ-74589,United States,Oklahoma,OFF-SH-404889,Shirts,Retail Stores,4,25.58,31.85,102.32,South
IN-2023-47057,17/08/2023,JC-25019,United States,Oregon,OFF-LE-297437,Leggings,Online Store,5,41.7,58.32,208.5,West
IN-2024-55294,13/12/2024,YE-18560,United States,Pennsylvania,OFF-SN-689502,Sneakers,Online Store,1,81.59,17.45,81.59,Northeast
IN-2023-70944,06/09/2023,TH-39583,United States,Rhode Island,OFF-SO-241549,Socks,Online Store,5,9.99,19.86,49.95,Northeast
IN-2024-42043,17/05/2024,UD-98694,United States,South Carolina,OFF-SO-758917,Socks,Marketplaces,5,9.83,13.94,49.15,South
IN-2024-73797,17/12/2024,MU-12313,United States,South Dakota,OFF-SO-327476,Socks,Online Store,1,10.27,3.62,10.27,Midwest
IN-2023-68026,11/10/2023,VB-63681,United States,Tennessee,OFF-SO-935764,Socks,Pop-ups & Events,4,9.93,14.67,39.72,South
IN-2023-67113,23/10/2023,WU-78595,United States,Texas,OFF-JA-785675,Jackets,Pop-ups & Events,4,102.69,138.11,410.76,South
IN-2023-85381,26/06/2023,SS-37001,United States,Utah,OFF-YO-210505,Yoga Mats,Pop-ups & Events,4,49.51,73.94,198.04,West
IN-2024-91592,27/09/2024,XG-16754,United States,Vermont,OFF-SH-379253,Shirts,Pop-ups & Events,5,25.2,32.49,126,Northeast
IN-2022-69379,17/12/2022,YC-16582,United States,Virginia,OFF-SH-683701,Shirts,Online Store,4,25.18,31.09,100.72,South
IN-2023-24101,01/10/2023,MP-22963,United States,Washington,OFF-SP-587553,Sports Bras,Online Store,1,31.02,7.9,31.02,West
IN-2022-62904,28/07/2022,LB-67700,United States,West Virginia,OFF-BA-346495,Backpacks,Marketplaces,1,69.17,15.47,69.17,South
IN-2022-28001,09/06/2022,DP-79667,United States,Wisconsin,OFF-SO-840660,Socks,Marketplaces,5,9.99,16.89,49.95,Midwest
IN-2023-90477,23/04/2023,TW-96131,United States,Wyoming,OFF-SP-195994,Sports Bras,Marketplaces,2,29.95,20.01,59.9,West
IN-2022-65151,03/12/2022,RF-32445,United States,Alabama,OFF-JA-231735,Jackets,Online Store,1,103.01,33.84,103.01,South
IN-2024-95377,19/02/2024,KI-21723,United States,District of Columbia,OFF-LE-311751,Leggings,Online Store,3,40.06,42.66,120.18,West
IN-2024-34332,24/10/2024,MX-35113,United States,Arizona,OFF-SH-199946,Shirts,Online Store,3,25.27,21.08,75.81,West
IN-2022-28518,09/11/2022,SF-55053,United States,Arkansas,OFF-BA-902090,Backpacks,Retail Stores,4,70.06,88.43,280.24,South
IN-2023-43377,13/11/2023,WF-56212,United States,California,OFF-JA-932720,Jackets,Retail Stores,3,104.85,109.89,314.55,West
IN-2022-12503,04/02/2022,MD-53613,United States,Colorado,OFF-BA-781482,Backpacks,Online Store,5,71.04,105,355.2,West
IN-2022-32798,23/01/2022,VK-19224,United States,Connecticut,OFF-LE-743137,Leggings,Online Store,4,39.66,53.9,158.64,Northeast
IN-2024-41577,02/09/2024,ZR-40787,United States,Delaware,OFF-TA-556807,Tank Tops,Retail Stores,3,19.45,19.09,58.35,South
IN-2024-64235,31/03/2024,LC-97679,United States,Florida,OFF-LE-990280,Leggings,Marketplaces,3,41.92,28.7,125.76,South
IN-2024-58673,20/09/2024,BG-32450,United States,Georgia,OFF-LE-668778,Leggings,Marketplaces,4,40.52,36.05,162.08,South
IN-2023-39119,07/07/2023,MN-37185,United States,Hawaii,OFF-SO-562555,Socks,Retail Stores,4,9.95,13.37,39.8,West
IN-2024-92650,04/04/2024,GE-54340,United States,Idaho,OFF-BA-478109,Backpacks,Online Store,1,68.28,15.64,68.28,West
IN-2022-11152,19/01/2022,KE-62298,United States,Illinois,OFF-LE-763897,Leggings,Online Store,4,41.03,42.37,164.12,Midwest
IN-2022-38842,27/06/2022,ZF-68062,United States,Indiana,OFF-BA-813712,Backpacks,Online Store,5,70.53,129.98,352.65,Midwest
IN-2024-79590,13/07/2024,QF-20073,United States,Iowa,OFF-SO-900283,Socks,Online Store,2,9.91,5.1,19.82,Midwest
IN-2024-91745,18/12/2024,VN-28957,United States,Kansas,OFF-SO-787964,Socks,Marketplaces,5,10.29,14.92,51.45,Midwest
IN-2024-30582,11/05/2024,TH-49204,United States,Kentucky,OFF-YO-531565,Yoga Mats,Online Store,5,51.22,102.14,256.1,South
IN-2023-15827,10/12/2023,BQ-79403,United States,Louisiana,OFF-LE-556543,Leggings,Pop-ups & Events,2,41.35,25.39,82.7,South
IN-2023-96644,14/06/2023,QY-10047,United States,Maine,OFF-TA-414307,Tank Tops,Pop-ups & Events,1,20.76,6.6,20.76,Northeast
IN-2024-23602,19/05/2024,KI-42315,United States,Maryland,OFF-LE-272746,Leggings,Online Store,5,39.34,70.91,196.7,South
IN-2023-17425,06/12/2023,EO-43943,United States,Massachusetts,OFF-SO-927091,Socks,Pop-ups & Events,5,9.84,12.88,49.2,Northeast
IN-2022-53476,05/03/2022,OB-52255,United States,Michigan,OFF-SP-427312,Sports Bras,Marketplaces,3,30.61,18.63,91.83,Midwest
IN-2023-74954,10/05/2023,PW-52597,United States,Minnesota,OFF-TA-416883,Tank Tops,Retail Stores,5,20.26,37.76,101.3,Midwest
IN-2024-26718,28/02/2024,HC-13368,United States,Mississippi,OFF-TA-630636,Tank Tops,Online Store,3,20.06,20.36,60.18,South
IN-2024-48331,24/02/2024,XO-95699,United States,Missouri,OFF-YO-195454,Yoga Mats,Marketplaces,4,50.62,53.17,202.48,Midwest
IN-2024-25140,14/04/2024,OI-49235,United States,Montana,OFF-BA-591042,Backpacks,Retail Stores,5,72.92,83.56,364.6,West
IN-2024-40508,07/10/2024,HP-88680,United States,Nebraska,OFF-SP-341338,Sports Bras,Pop-ups & Events,1,31.32,9.87,31.32,Midwest
IN-2024-58939,28/12/2024,OD-15607,United States,Nevada,OFF-LE-593482,Leggings,Pop-ups & Events,5,41.05,79.29,205.25,West
IN-2022-95777,29/05/2022,ZF-84911,United States,New Hampshire,OFF-SH-274238,Shirts,Pop-ups & Events,4,26.09,27.96,104.36,Northeast
IN-2024-92416,17/01/2024,BM-40330,United States,New Jersey,OFF-LE-471386,Leggings,Retail Stores,5,40.22,54.49,201.1,Northeast
IN-2024-69894,03/02/2024,XW-20523,United States,New Mexico,OFF-SP-137374,Sports Bras,Retail Stores,1,30.55,7.1,30.55,West
IN-2024-62517,14/09/2024,AJ-69129,United States,New York,OFF-SN-808443,Sneakers,Marketplaces,2,78.14,48.67,156.28,Northeast
IN-2023-90780,13/01/2023,QR-73395,United States,North Carolina,OFF-YO-820306,Yoga Mats,Pop-ups & Events,1,51.31,15.25,51.31,South
IN-2022-39510,10/05/2022,PA-11461,United States,North Dakota,OFF-YO-162913,Yoga Mats,Retail Stores,1,51.68,20.28,51.68,Midwest
IN-2024-54072,04/10/2024,ZH-83516,United States,Ohio,OFF-TA-154226,Tank Tops,Retail Stores,4,19.46,20.71,77.84,Midwest
IN-2022-30058,01/12/2022,VV-18316,United States,Oklahoma,OFF-SN-834695,Sneakers,Marketplaces,2,83.9,51.31,167.8,South
IN-2024-36824,14/10/2024,US-36959,United States,Oregon,OFF-TA-804345,Tank Tops,Marketplaces,2,19.42,7.79,38.84,West
IN-2023-15574,15/09/2023,OF-66561,United States,Pennsylvania,OFF-LE-417975,Leggings,Pop-ups & Events,5,41.34,74.96,206.7,Northeast
IN-2023-71154,11/06/2023,ET-83549,United States,Rhode Island,OFF-SH-549208,Shirts,Marketplaces,3,24.93,19.98,74.79,Northeast
IN-2024-24146,19/04/2024,KL-79944,United States,South Carolina,OFF-JA-221712,Jackets,Online Store,1,98.03,36.39,98.03,South
IN-2022-75999,21/07/2022,YB-87614,United States,South Dakota,OFF-SP-909974,Sports Bras,Retail Stores,5,30.55,30.95,152.75,Midwest
IN-2022-17431,16/07/2022,JR-34681,United States,Tennessee,OFF-SH-277064,Shirts,Retail Stores,4,24.51,23.72,98.04,South
IN-2023-35236,09/03/2023,WP-48260,United States,Texas,OFF-LE-713079,Leggings,Online Store,2,41.68,26.43,83.36,South
IN-2023-79390,16/05/2023,TD-59593,United States,Utah,OFF-SN-846901,Sneakers,Pop-ups & Events,2,81.15,62.49,162.3,West
IN-2024-32205,16/10/2024,YE-67082,United States,Vermont,OFF-SN-242996,Sneakers,Online Store,4,82.72,120.76,330.88,Northeast
IN-2023-56959,28/08/2023,BA-50744,United States,Virginia,OFF-SN-216953,Sneakers,Online Store,4,79.47,118.62,317.88,South
